AREA,AREA_NAME,Employment,Automation Index,Race with the Machine,Race against the Machine,Race ahead of the Machine,Running a Different Race,Lat,Long
11260,"Anchorage, AK",171770,0.005598115844703377,0.01662600463504267,-0.01753920562691383,0.0017750613798668755,0.0047362554567076665,62.212784,-149.678222
21820,"Fairbanks, AK",35410,0.003093314724757379,0.017915920992523204,-0.02458671802278037,0.00404825323875627,0.005715858516258415,64.676044,-146.548159
11500,"Anniston-Oxford-Jacksonville, AL",43800,0.007239230354982473,0.019466854143090614,-0.020021397419289017,-0.0012915118635735238,0.00908528549475443,33.771706,-85.822513
12220,"Auburn-Opelika, AL",57650,0.005694560213025224,0.013114985729452813,-0.014582522597831243,-0.0007535991377672774,0.007915696219171264,32.604064,-85.353048
13820,"Birmingham-Hoover, AL",510560,0.00562529953902674,0.01767159440312109,-0.01725299217338394,0.0005298163308719156,0.004676880978417841,33.462372,-86.814338
19460,"Decatur, AL",52690,0.006040607784285057,0.01635563882387553,-0.017036683364786892,-0.0027532550229714334,0.009474907348167583,34.489361,-87.097147
20020,"Dothan, AL",57640,0.005435092323843926,0.01898730667041605,-0.019315258035457555,-0.0014702052396361777,0.007233248928521507,31.245528,-85.46919
22520,"Florence-Muscle Shoals, AL",54340,0.007161425984493264,0.016745585195205012,-0.015590928500539586,-0.0005399920478365364,0.006546761337664075,34.799254,-87.719388
23460,"Gadsden, AL",36160,0.008891112869755857,0.013550681777450072,-0.011422925511540755,-0.00493109323235939,0.011694449836206128,34.047641,-86.034263
26620,"Huntsville, AL",226330,0.00484485901953563,0.018859238478991472,-0.015235400386767878,-0.0004644506535362719,0.0016854715808486131,34.783262,-86.734871
33660,"Mobile, AL",173190,0.006284522350199995,0.019908812675880558,-0.01792952083079838,-0.0010369377121398037,0.005342168217257609,30.684572,-88.196568
33860,"Montgomery, AL",164030,0.005497541614597756,0.014485658199501525,-0.01550434560609562,-0.001077218014407598,0.007593447035599693,32.365631,-86.404585
46220,"Tuscaloosa, AL",102020,0.005638234576314738,0.013386898566684333,-0.017662623498248015,0.0016439471543479682,0.00827001235353017,33.160611,-87.715166
22220,"Fayetteville-Springdale-Rogers, AR-MO",244900,0.004868669046950824,0.0204499547623236,-0.025373675336616802,0.007853015955020907,0.0019393736662233763,36.197633,-94.119897
22900,"Fort Smith, AR-OK",108310,0.006374432838263666,0.021885631842037262,-0.020297649142255986,0.0015487937390593828,0.003237656399422917,35.195534,-94.562533
26300,"Hot Springs, AR",35850,0.004688289770107323,0.017284544619426037,-0.02161390107021552,0.0012546544769434821,0.0077629917439535345,34.578852,-93.146932
